  -0.245286,  -2.059957, 1, 1, 0
  -2.027243,   0.224665, 1, 1, 1
  -1.488283,   0.251785, 1, 1, 2
  -1.232439,   0.512772, 1, 1, 3
  -2.323349,   0.397115, 1, 1, 4
  -1.426224,   0.731010, 1, 1, 5
  -1.121812,   0.307980, 1, 1, 6
  -2.133414,  -0.389120, 1, 1, 7
  -1.673354,   0.101002, 1, 1, 8
  -1.226856,   0.322114, 1, 1, 9
  -0.400722,  -0.679601, 1, 2, 0
   0.409262,  -0.288882, 1, 2, 1
   0.229151,   0.105797, 1, 2, 2
   0.271715,  -0.430699, 1, 2, 3
   0.372606,   0.189989, 1, 2, 4
   1.058256,   0.063622, 1, 2, 5
   0.210879,   0.116598, 1, 2, 6
   0.895634,  -0.169846, 1, 2, 7
   0.774133,   0.096684, 1, 2, 8
   0.679502,  -0.264858, 1, 2, 9
   0.360894,   0.729254, 1, 3, 0
   0.025579,  -0.447822, 1, 3, 1
   0.209778,  -0.702698, 1, 3, 2
  -0.255434,  -0.577320, 1, 3, 3
  -0.285963,  -0.693821, 1, 3, 4
  -0.068284,  -0.770154, 1, 3, 5
   0.237830,  -0.246637, 1, 3, 6
  -0.018930,  -0.678102, 1, 3, 7
   0.097173,  -0.418967, 1, 3, 8
  -0.553216,  -0.682513, 1, 3, 9
   0.475209,  -2.265681, 1, 4, 0
  -0.973494,   0.137359, 1, 4, 1
  -0.606213,   0.374634, 1, 4, 2
  -0.843430,   0.277147, 1, 4, 3
  -0.810175,   0.116733, 1, 4, 4
  -0.252582,   0.682410, 1, 4, 5
  -0.863809,   0.424425, 1, 4, 6
  -1.073617,   0.207659, 1, 4, 7
  -1.190926,   0.239361, 1, 4, 8
  -1.054471,  -0.050516, 1, 4, 9
   1.837637,   1.822744, 1, 5, 0
   1.153221,  -0.646241, 1, 5, 1
  -0.471718,  -1.573314, 1, 5, 2
  -1.197543,  -0.989950, 1, 5, 3
  -0.465675,  -1.016712, 1, 5, 4
  -1.138424,   0.009400, 1, 5, 5
  -1.027894,  -2.054468, 1, 5, 6
  -1.648116,  -1.716060, 1, 5, 7
  -0.330548,  -1.446019, 1, 5, 8
   2.569154,  -0.677739, 1, 5, 9
   0.169260,  -0.520609, 1, 6, 0
  -0.120120,  -0.093939, 1, 6, 1
  -0.126439,  -0.101456, 1, 6, 2
  -0.094088,  -0.016550, 1, 6, 3
  -0.132514,  -0.106067, 1, 6, 4
   0.013891,  -0.019668, 1, 6, 5
  -0.062254,  -0.017918, 1, 6, 6
  -0.041154,  -0.003533, 1, 6, 7
  -0.018472,   0.011450, 1, 6, 8
  -0.088362,   0.009566, 1, 6, 9
   2.557266,  -2.460427, 1, 7, 0
  -2.001327,  -1.025177, 1, 7, 1
   2.025994,  -2.093757, 1, 7, 2
  -0.388506,  -2.743405, 1, 7, 3
  -2.589366,  -0.294945, 1, 7, 4
   1.191821,  -2.809591, 1, 7, 5
  -0.092807,  -2.185807, 1, 7, 6
  -2.671984,   0.174602, 1, 7, 7
   1.683554,  -1.737444, 1, 7, 8
   0.708031,  -2.334037, 1, 7, 9
   0.079310,   2.374050, 1, 8, 0
   1.576806,  -0.096055, 1, 8, 1
   1.673713,  -0.054658, 1, 8, 2
   1.523828,   0.393018, 1, 8, 3
   1.426246,   0.044277, 1, 8, 4
   1.649347,   0.132388, 1, 8, 5
   1.631990,  -0.102729, 1, 8, 6
   1.247631,  -0.120327, 1, 8, 7
   1.476018,  -0.058043, 1, 8, 8
   1.611135,   0.429419, 1, 8, 9
   1.825917,   0.921829, 1, 9, 0
   0.573781,  -0.487230, 1, 9, 1
   0.526930,  -0.317227, 1, 9, 2
   0.655672,  -0.509682, 1, 9, 3
   0.125744,  -0.654068, 1, 9, 4
   0.766059,  -0.126231, 1, 9, 5
   0.420564,  -0.639296, 1, 9, 6
   0.272261,  -0.153923, 1, 9, 7
   0.426646,  -0.219250, 1, 9, 8
   0.778855,  -0.058963, 1, 9, 9
   0.512467,  -0.418885, 1, 10, 0
  -0.472010,   0.076957, 1, 10, 1
  -0.659698,   0.045238, 1, 10, 2
  -0.696553,   0.149696, 1, 10, 3
  -0.579604,   0.237219, 1, 10, 4
  -0.822264,   0.451130, 1, 10, 5
  -0.402123,   0.341018, 1, 10, 6
  -0.745847,  -0.165238, 1, 10, 7
  -0.565826,   0.069984, 1, 10, 8
  -0.869672,   0.314947, 1, 10, 9
   1.632356,   2.278864, 1, 11, 0
   1.193462,  -0.533802, 1, 11, 1
   1.307156,  -0.977070, 1, 11, 2
   1.041953,  -0.471584, 1, 11, 3
   1.133415,  -0.885202, 1, 11, 4
   0.899220,  -0.407796, 1, 11, 5
   1.271776,  -0.891145, 1, 11, 6
   1.038854,  -0.493703, 1, 11, 7
   0.873046,  -0.703929, 1, 11, 8
   1.041994,  -0.596428, 1, 11, 9
   1.461941,  -2.037594, 1, 12, 0
  -1.220488,  -0.082504, 1, 12, 1
  -0.516877,   0.396660, 1, 12, 2
  -0.400027,   0.003206, 1, 12, 3
  -0.781177,  -0.296627, 1, 12, 4
  -0.209290,   0.647718, 1, 12, 5
  -0.635268,  -0.150809, 1, 12, 6
  -0.779217,  -0.504961, 1, 12, 7
  -0.555732,  -0.039312, 1, 12, 8
  -0.756188,  -0.497749, 1, 12, 9
   1.603425,   1.801454, 1, 13, 0
   0.557583,  -0.714967, 1, 13, 1
   0.993364,  -0.927139, 1, 13, 2
   0.919544,  -0.481161, 1, 13, 3
   0.785182,  -0.769526, 1, 13, 4
   0.873395,  -0.455295, 1, 13, 5
   0.810735,  -0.401882, 1, 13, 6
   0.857991,  -0.557001, 1, 13, 7
   0.920835,  -0.457765, 1, 13, 8
   1.086269,  -0.600533, 1, 13, 9
   1.377246,   1.444666, 1, 14, 0
   0.867277,  -0.404118, 1, 14, 1
   0.662564,  -0.448455, 1, 14, 2
   0.722779,  -0.229313, 1, 14, 3
   0.543975,  -0.032379, 1, 14, 4
   0.624760,   0.054699, 1, 14, 5
   0.458869,  -0.407279, 1, 14, 6
   0.532898,  -0.199865, 1, 14, 7
   0.733931,  -0.257948, 1, 14, 8
   0.655484,   0.002861, 1, 14, 9
   2.363826,   1.392468, 1, 15, 0
   0.578799,  -0.969766, 1, 15, 1
   0.416849,  -0.536999, 1, 15, 2
   0.774577,  -0.671182, 1, 15, 3
   0.441999,  -0.633230, 1, 15, 4
   0.706503,  -0.284342, 1, 15, 5
   0.564398,  -1.047389, 1, 15, 6
   0.217425,  -0.366655, 1, 15, 7
   0.151015,  -0.640624, 1, 15, 8
   0.828509,  -0.102396, 1, 15, 9
  -0.531975,   0.956544, 1, 16, 0
   0.372506,   1.193752, 1, 16, 1
   0.308829,   1.087903, 1, 16, 2
   0.475074,   0.901427, 1, 16, 3
  -0.110736,   0.951477, 1, 16, 4
   0.153354,   1.274952, 1, 16, 5
   0.043800,   1.205370, 1, 16, 6
  -0.270446,   1.214160, 1, 16, 7
  -0.732721,   1.078567, 1, 16, 8
  -0.351614,   1.196129, 1, 16, 9
  -1.388236,   0.081181, 1, 17, 0
  -0.137820,   0.737772, 1, 17, 1
  -0.151283,   1.204434, 1, 17, 2
  -0.195834,   1.054020, 1, 17, 3
  -0.274169,   1.184853, 1, 17, 4
   0.403214,   0.803406, 1, 17, 5
  -0.053559,   1.051412, 1, 17, 6
  -0.252226,   1.033697, 1, 17, 7
  -0.041594,   1.067137, 1, 17, 8
   0.074058,   1.200573, 1, 17, 9
   0.172758,   0.499243, 1, 18, 0
   0.007068,   0.343931, 1, 18, 1
  -0.365819,   0.669285, 1, 18, 2
   0.080347,   0.396093, 1, 18, 3
  -0.120379,   0.271597, 1, 18, 4
  -0.484930,   0.734608, 1, 18, 5
   0.102962,   0.212687, 1, 18, 6
  -0.039800,   0.299768, 1, 18, 7
   0.169162,   0.155279, 1, 18, 8
   0.328703,   0.522258, 1, 18, 9
   2.107214,   0.834112, 1, 19, 0
   1.565171,  -0.746152, 1, 19, 1
   0.656632,   0.124944, 1, 19, 2
   1.264948,   1.368189, 1, 19, 3
   0.337776,  -1.277091, 1, 19, 4
   0.888478,  -0.941047, 1, 19, 5
   1.751584,  -0.251177, 1, 19, 6
  -1.010434,  -1.133625, 1, 19, 7
  -0.468892,  -2.004290, 1, 19, 8
   1.253639,  -0.619003, 1, 19, 9
   1.489026,   1.584373, 1, 20, 0
   0.913599,  -0.617372, 1, 20, 1
   1.243878,  -1.163723, 1, 20, 2
   1.248102,  -0.712349, 1, 20, 3
   0.844206,  -1.179639, 1, 20, 4
   1.098678,  -0.618251, 1, 20, 5
   1.020488,  -0.634122, 1, 20, 6
   0.750006,  -0.690524, 1, 20, 7
   0.917933,  -0.571887, 1, 20, 8
   1.021065,  -0.946523, 1, 20, 9
   1.632774,   1.359762, 1, 21, 0
   0.598245,  -0.533013, 1, 21, 1
   0.791358,  -0.794593, 1, 21, 2
   0.849587,  -0.458778, 1, 21, 3
   0.408055,  -0.784239, 1, 21, 4
   0.951343,  -0.230635, 1, 21, 5
   0.455734,  -0.651579, 1, 21, 6
   0.523842,  -0.329339, 1, 21, 7
   0.564733,  -0.375695, 1, 21, 8
   0.685333,  -0.456302, 1, 21, 9
  -0.136287,  -0.262321, 1, 22, 0
   0.158327,   0.444537, 1, 22, 1
  -0.061150,   0.318472, 1, 22, 2
  -0.345199,   0.198728, 1, 22, 3
   0.058850,   0.304238, 1, 22, 4
  -0.173947,   0.301349, 1, 22, 5
  -0.101364,   0.275355, 1, 22, 6
  -0.343474,   0.190295, 1, 22, 7
  -0.357516,   0.191473, 1, 22, 8
