1
416 13 200 4 1 PC-63-32-200.wgt 1
5.0444	1.7085	3.1587	3.5219	3.0372	3.3963	3.0026	3.7970	3.6705	2.3793	2.8298	3.4313	2.3273	3.1026	2.8575	4.3192	3.3669	2.7756	4.1370	2.6387	3.0106	2.6065	3.3424	3.1130	2.8652	3.2602	2.9894	3.6043	3.3915	2.8982	2.7913	3.5364	3.3239	3.0468	3.3242	3.3933	3.7896	3.3565	3.5318	2.8036	3.7056	2.8741	3.4678	3.0708	3.5788	2.9237	2.8917	2.7455	2.8660	3.0807	3.5888	3.0580	2.8491	3.3070	3.1222	3.6097	2.4039	3.1728	3.3803	3.2555	2.5033	3.4120	2.8627	3.1052	2.7005	3.2265	2.6562	2.8564	3.1352	3.4262	3.0588	2.9628	2.7524	3.8609	3.3579	3.4116	2.7502	2.3063	3.8027	3.6536	2.5259	2.9913	3.2060	3.3469	2.9824	3.0339	2.5658	2.9888	2.6117	2.8925	2.6053	2.9879	3.6130	2.9576	3.3537	2.9637	3.7270	2.1662	3.4625	2.8519	2.4729	2.1435	2.9278	3.0029	3.1893	2.9295	3.3733	2.6099	2.7607	3.4335	3.4388	2.9865	3.2692	2.5202	3.4390	2.8038	2.4580	3.7511	2.7669	3.4668	2.9116	3.7557	3.1667	3.9087	3.2973	3.3604	2.7051	3.0297	3.3474	3.2766	3.2026	3.2318	3.7490	3.1054	2.7658	3.0924	3.2895	3.1144	3.0260	2.3787	3.4013	2.8494	2.5561	3.0097	3.1799	2.6547	3.2567	3.2483	3.5222	3.4646	3.0863	3.4685	2.3246	2.5894	3.0006	2.7667	2.6949	3.0398	3.1403	3.2094	2.8259	2.6341	3.2421	2.0899	2.2918	3.3700	2.7770	3.0610	3.5783	3.0006	3.2038	3.1499	3.0432	2.7091	3.1087	2.9486	3.4554	2.9306	2.8947	2.8180	3.3563	3.5521	3.5955	3.2397	3.1037	3.5030	3.3499	3.4732	3.2109	2.7309	2.4008	2.8302	2.8767	3.0054	2.8601	3.0831	2.9101	3.4170	2.6428	2.7142	 0
4.8204	1.7556	3.2912	3.8246	2.6152	3.4745	2.8585	3.6115	3.4340	2.7660	2.8566	3.2127	2.8265	3.3362	3.4357	4.1558	2.9835	2.8505	3.7526	2.9787	2.5064	2.6845	3.6959	3.3877	2.9963	3.4168	3.1913	2.9072	3.3186	3.0525	3.0753	3.0484	2.9219	3.2046	3.7363	3.3046	3.3200	4.0262	3.1765	2.2664	2.7248	3.1363	3.2936	3.6030	3.5230	2.9495	3.0191	2.6599	2.8332	3.1794	3.1039	2.7281	3.6068	3.3842	3.0196	3.1516	2.7040	3.0373	3.2125	2.9993	2.7827	3.1008	3.2609	2.3742	3.2110	2.8445	2.6941	2.4929	2.7280	2.8189	2.6362	2.9692	2.8277	3.4805	3.1667	3.2308	2.7374	2.8568	3.0147	3.6450	2.8407	2.3631	3.4137	2.8560	3.2357	3.3807	2.5592	3.3095	3.1449	3.4752	2.4922	3.5637	3.7158	3.0233	2.8870	3.3351	3.1829	3.1063	2.9244	3.5674	3.0556	2.9609	3.2604	3.6899	3.2063	3.2193	2.9280	2.9600	2.9764	3.3720	3.3855	3.4459	3.5561	2.8393	3.5386	2.5863	3.2179	2.9332	3.0519	2.8957	2.9000	2.8476	2.7614	3.7537	3.6929	3.5931	2.9575	3.4207	3.1030	3.3957	2.9831	2.4242	3.6280	3.1784	2.9173	3.4888	3.0374	2.9932	3.1978	2.5007	3.0199	2.8266	2.8599	3.1824	2.8852	2.6972	3.1379	3.6877	3.1796	3.3818	2.8636	3.1223	2.8779	2.4238	2.8168	3.7346	2.8069	3.0904	3.2649	3.6262	3.5759	2.6053	3.0215	2.4587	2.8517	3.1370	3.0349	2.3510	3.4057	3.0478	3.3185	3.4668	2.8282	3.2466	2.3338	3.0857	3.8460	3.2195	2.7529	2.8646	3.9851	3.3440	3.1053	3.4620	3.3221	3.4937	3.4387	3.2089	3.0818	2.9181	2.1046	2.7595	2.8226	3.3366	3.1989	3.4605	3.0827	3.6016	3.0223	2.5976	 0
4.5371	2.5860	3.1539	3.0250	3.3696	3.0567	2.7584	3.8272	2.0258	2.6118	2.6911	2.9990	2.6305	2.9148	3.6477	2.7448	4.0735	2.3652	4.1674	2.4135	2.1178	3.9371	3.1351	2.4767	2.5243	3.7104	1.8792	2.7454	2.8456	3.9482	3.0881	2.9666	2.3260	3.2444	3.2029	2.8676	2.9737	3.3193	2.9189	3.1105	2.9197	3.5230	2.9279	3.6970	3.7885	3.1653	2.9949	2.7877	4.2298	2.8563	3.1058	2.8182	3.4618	3.1858	2.7548	2.9518	3.2931	3.3087	3.2861	2.3208	2.7137	4.0610	3.1990	3.3422	2.9117	3.2113	3.3849	3.4687	3.6084	3.1916	3.3088	3.6189	2.1949	3.2325	3.3389	3.1314	2.7783	2.8051	2.6775	3.5507	3.5234	3.0684	3.9162	3.5421	2.4901	2.8336	2.9668	3.2694	2.5019	3.3496	3.3680	3.1894	3.4902	2.9222	2.8015	3.1977	3.2036	3.1449	2.8363	2.9522	3.1638	3.0817	2.8261	3.0325	2.6345	3.3808	3.6869	3.0744	2.4467	3.3381	3.1581	3.4671	2.7650	3.3312	3.8557	3.3541	3.1723	3.6970	2.7811	3.1376	3.4724	3.1131	3.3505	3.0147	3.4546	3.6865	3.1988	3.0523	2.9873	3.8845	3.4029	3.1177	3.6881	2.9623	2.9940	3.4489	3.3233	3.0574	3.3565	2.4532	2.8952	3.2291	2.3238	3.0625	3.5421	2.7346	3.0620	3.2544	3.6322	3.3703	3.0988	2.8856	2.5814	3.1111	3.2063	2.7792	2.7181	3.2316	3.3419	2.8851	2.7826	2.1636	2.9239	1.7974	2.7135	3.7033	2.8965	2.7021	3.2277	2.6782	3.0589	3.2335	2.7731	3.1042	2.7529	2.6360	3.7786	3.6142	3.5394	2.6555	3.4783	3.3906	3.1109	3.1624	3.3886	3.1814	2.5845	3.2579	2.9760	3.1353	2.3573	2.7035	3.5827	3.6446	3.1371	3.5491	2.5237	4.1638	3.1297	3.2886	 0
4.3686	1.5784	3.5982	3.6540	2.8834	3.0437	2.9553	3.0835	3.1677	2.4417	3.0292	3.5202	3.3036	3.4057	2.9580	3.2064	3.3088	3.1054	3.4389	2.9121	2.9802	3.0462	2.8269	2.9422	3.2243	3.0979	3.2710	2.9640	2.8144	3.0060	3.1704	2.9130	3.0705	3.2808	3.4357	3.0798	3.7589	3.2966	2.9824	2.8269	3.4093	3.3700	3.2482	3.3149	3.6210	3.1146	3.3116	2.8070	3.3710	2.8862	3.4369	2.9060	3.4882	3.5317	2.8490	3.2767	2.9051	2.6890	3.2467	3.0021	3.0568	3.3662	2.9616	2.6906	3.4709	3.4492	3.2801	3.1710	3.4540	2.8563	3.0095	3.2249	2.7788	3.5425	3.2181	3.4082	2.6941	2.7310	3.5149	3.7266	2.9038	3.2446	3.4701	3.2742	2.9107	3.0428	2.6789	3.3307	2.3990	2.9369	2.9531	3.6478	3.4868	3.3696	2.7638	3.1994	3.1728	3.0494	2.9792	3.0675	3.0866	3.0578	3.0853	3.3875	3.0844	3.5106	3.1022	3.0938	2.8126	3.4263	3.2904	3.3878	3.1645	3.0162	3.3325	3.1003	3.1626	3.4284	3.0128	3.3782	2.7569	3.4072	3.1112	3.1825	3.4347	3.3329	2.7340	2.9092	3.4216	3.2921	3.0994	3.3911	3.1602	3.1359	2.7910	3.3399	2.7106	3.1873	3.6450	2.6550	2.9975	3.1255	2.7485	2.8436	3.2496	2.6879	3.3788	3.3571	3.5782	3.4406	2.9366	3.1647	2.8614	2.5761	2.9409	3.1549	2.7680	3.1205	3.2564	3.4344	3.5105	2.6438	2.9371	2.1220	2.6925	3.1043	3.1575	2.8641	3.1859	2.9489	3.0335	3.3514	2.7818	3.0296	2.9035	2.8827	3.7329	3.4051	3.1235	2.8419	3.5023	3.3781	3.3372	3.3191	3.2790	3.2708	3.1525	3.3509	3.1657	2.8694	2.1470	2.8125	2.9524	3.1557	2.9359	3.4979	3.0117	3.2034	3.0852	2.5904	 0
4.4661	1.6723	3.5202	3.6503	3.0143	3.2627	2.7328	3.3790	3.1144	3.1277	2.7859	3.3015	2.9048	3.2016	3.0433	2.8779	3.1032	2.7220	2.8709	2.9772	2.7695	3.1340	2.8361	3.3391	3.0459	3.3716	3.3650	3.1452	3.1480	3.2105	3.0883	3.1259	3.2367	3.1853	3.5111	3.2119	3.6849	3.3419	3.2628	2.7311	3.4024	3.2043	3.3466	3.2795	3.5212	3.0850	3.2001	2.8116	3.2663	2.9077	3.5794	3.0195	3.4822	3.7018	3.0996	3.3011	2.6860	2.9133	3.4486	2.9063	3.0467	3.2677	3.0720	2.7083	3.2004	3.2881	3.1416	3.2416	3.1995	2.7828	3.0516	3.0370	2.8175	3.4411	3.3451	3.4231	2.6419	2.8299	3.4027	3.5739	3.0063	3.0458	3.4378	3.3368	3.0560	3.1147	2.4234	3.1104	2.5777	3.2289	2.8977	3.4908	3.4704	3.1600	2.9224	3.2661	3.2230	3.0083	2.9951	3.0153	3.0397	2.9174	3.0347	3.5190	2.9639	3.4041	2.8901	3.0649	2.7274	3.4938	3.2868	3.3379	3.3118	3.0047	3.4381	3.0614	2.9828	3.4403	3.0003	3.2027	2.7755	3.4441	3.1996	3.2759	3.4179	3.3859	2.8163	2.9110	3.4479	3.4295	2.9675	3.3696	3.3951	3.0819	2.9056	3.2177	2.9466	3.0201	3.3682	2.7755	3.2045	3.0914	2.9218	2.8739	3.2805	2.5875	3.3821	3.4317	3.5813	3.2291	2.8914	3.3074	2.9487	2.5673	2.8499	3.3540	2.6344	3.1304	3.0288	3.4039	3.5654	2.6093	3.0428	2.1715	2.8614	3.2735	3.1959	2.7922	3.1513	2.7928	3.1922	3.4440	2.7691	2.9509	2.8699	2.8891	3.7536	3.3690	3.0667	2.7127	3.3804	3.2656	3.4346	3.1685	3.1452	3.2921	3.0723	3.3376	3.0773	2.9096	2.1568	2.9259	2.7530	2.9968	2.9937	3.5594	2.9782	3.2137	2.9464	2.4965	 0
4.4880	1.7051	3.4814	3.7067	3.0725	3.2726	3.0261	3.8448	3.2841	2.8280	2.6652	3.4225	3.0747	3.4109	3.0800	2.9548	3.3328	2.7763	3.3796	3.2683	3.2371	3.0122	3.4356	3.0575	3.0730	3.3876	2.9560	3.0251	3.1709	3.2840	2.9454	3.1595	3.2099	3.2236	3.5400	3.1918	3.6142	3.4245	3.0994	2.8462	3.2655	3.5775	3.1706	3.3761	3.4588	2.6842	3.0962	2.6862	3.1423	2.9943	3.1331	3.0465	3.2133	3.6473	3.0374	3.2947	2.9007	3.0928	3.2273	2.9534	2.7978	3.2299	2.9663	2.7935	3.1752	3.2008	2.9872	3.3583	3.3082	3.0214	2.9791	3.0605	2.7197	3.4168	3.3833	3.4188	2.8519	2.8746	3.3800	3.4933	2.9680	3.0913	3.2408	3.3091	2.8795	3.0494	2.4365	3.0478	2.5909	3.2378	2.9081	3.5382	3.4845	3.2336	2.9874	3.1359	3.2106	3.0159	3.1448	3.0762	2.9766	3.0972	3.2044	3.3425	3.1040	3.3607	3.0723	3.0751	2.6644	3.4736	3.3832	3.3588	3.3066	3.0038	3.5391	3.0353	3.1062	3.3702	3.0379	3.1951	2.7698	3.3303	3.2471	3.3012	3.4921	3.3248	2.8613	2.8885	3.3322	3.3701	3.0623	3.3769	3.2038	2.9894	2.9208	3.3318	2.8645	3.0695	3.3537	2.5987	3.1107	3.2143	2.9572	2.9101	3.2299	2.7164	3.2713	3.4099	3.5284	3.3766	3.0286	3.2273	2.9686	2.6588	2.9782	3.2139	2.8029	3.1608	2.9327	3.3053	3.3961	2.7004	2.9211	2.2771	2.8442	3.3048	3.0941	2.7765	3.3779	2.8102	3.0241	3.3685	2.7637	2.9774	2.8701	2.9018	3.7775	3.2235	3.0528	2.7397	3.4032	3.3292	3.4779	3.2821	3.1302	3.3491	2.9866	3.3513	3.0581	2.8527	2.0324	2.8880	2.9391	3.2266	2.9350	3.5066	2.9552	3.2325	3.0478	2.6907	 0
4.5321	1.7455	3.4450	3.7212	2.9334	3.2791	2.9400	3.4045	3.4795	2.2386	2.6399	3.2818	3.1959	3.2637	3.2667	3.2649	3.3578	2.9037	3.0660	2.6732	3.2698	2.9860	2.8773	3.2822	3.1298	3.3366	3.2053	3.2709	3.3228	3.2412	3.2995	2.9524	3.2525	3.3261	3.5968	3.2845	3.6149	2.3347	3.2507	3.0329	3.5464	3.3182	3.0864	3.2471	3.3455	3.2165	3.0535	2.7059	3.3066	2.9907	3.3232	2.8556	3.5630	3.5742	2.9942	3.3657	2.8814	2.9984	2.9865	2.5485	3.0150	3.3557	2.9203	2.7395	3.5494	3.2672	3.0123	3.0998	3.3426	3.0639	2.9404	3.0750	2.7269	3.5788	3.3051	3.2103	2.7874	2.8030	3.1793	3.5312	3.0063	3.0693	3.2469	3.0334	2.9438	2.9159	2.4583	3.0755	2.6490	2.9496	2.9688	3.4608	3.4910	3.1959	2.7926	3.0724	3.2109	2.8932	3.0330	2.9128	2.9406	3.1342	3.0188	3.4769	3.1566	3.4968	3.0216	3.1431	2.3481	3.4284	3.2862	3.6281	3.2484	2.9078	3.4118	3.0042	3.2132	3.3471	3.0391	3.3792	2.7036	3.4189	3.1768	3.3059	3.4211	3.3665	2.8184	3.0035	3.2750	3.4300	2.9508	3.2434	3.3177	3.0371	2.8477	3.1919	2.8049	3.1850	3.4505	2.6622	3.0774	3.0636	2.8704	2.9552	3.2261	2.5702	3.2541	3.4877	3.4135	3.3362	3.1145	3.3199	2.7872	2.5389	2.9978	3.3283	2.7268	3.1041	2.9834	3.2924	3.3711	2.5584	3.1048	2.2373	2.8625	3.4084	3.2097	2.7614	3.1467	3.0186	3.1681	3.4156	2.8646	2.9428	2.7128	2.9322	3.7692	3.2676	2.8998	2.6560	3.5835	3.2773	3.5396	3.1719	3.1129	3.2116	2.9596	3.2954	3.1519	2.9817	2.0717	2.8684	2.7312	3.2407	3.0114	3.5885	2.9175	3.2921	3.2086	2.4795	 0
4.4921	1.6673	3.3821	3.6350	2.9110	3.5994	2.8086	3.2724	3.1543	3.0180	2.5823	3.5444	2.8247	3.5337	3.1144	3.0314	3.3576	3.1687	3.2977	2.9521	3.0106	2.9501	3.1099	3.2329	3.0503	3.2552	3.1400	2.9794	3.2739	3.2924	3.0127	3.0652	3.1590	3.0820	3.6574	3.2602	3.6195	3.3485	3.1715	2.8141	3.4535	3.4026	3.1887	3.4133	3.5113	3.1202	3.0918	2.8610	3.4299	3.0058	3.1892	2.9747	3.3184	3.7679	3.1812	3.2226	2.8287	2.9584	3.3241	2.8741	2.8810	3.2119	2.9991	2.7592	3.2587	3.2223	3.1708	3.3924	3.4054	2.9166	2.9446	3.1422	2.7600	3.4090	3.2546	3.3034	2.9298	2.8044	3.3973	3.7271	2.9106	3.0799	3.3906	3.2731	3.1634	2.9757	2.4998	3.0186	2.4955	3.0319	2.8151	3.5254	3.5672	3.1887	2.8740	3.2433	3.2044	3.1278	3.0093	3.0331	3.0992	2.9774	3.0680	3.3782	2.9473	3.4466	3.1661	3.0361	2.7792	3.3389	3.2557	3.3657	3.3745	2.9838	3.4141	2.9176	3.0180	3.3282	3.0364	3.3147	2.7740	3.3779	3.2511	3.2331	3.4647	3.2557	2.7503	2.9692	3.3500	3.2971	3.1226	3.3925	3.2127	3.0518	2.8869	3.2577	2.9430	3.0615	3.3824	2.7363	3.0842	3.1110	2.8672	2.9505	3.2216	2.6765	3.3357	3.4378	3.5798	3.3381	3.1209	3.2552	3.0769	2.6362	2.9516	3.3593	2.6942	3.2406	3.0857	3.3320	3.4547	2.7090	2.9869	2.2091	2.8726	3.3143	3.1183	2.6703	3.2192	2.7935	3.0826	3.3985	2.8050	2.9244	2.9615	3.0489	3.6920	3.3417	2.9383	2.7631	3.4664	3.2851	3.4159	3.0898	3.1423	3.3231	3.0365	3.3660	3.1982	2.9148	2.0806	2.9009	2.9424	3.1907	2.9537	3.5205	2.9478	3.1013	3.0366	2.6026	 0
6.0253	1.6503	3.6290	3.1210	3.4330	2.8924	2.1612	4.1910	3.7719	2.7271	2.8473	2.6350	2.9582	3.7803	3.0365	2.6172	3.4952	3.2787	3.6952	3.3943	3.0312	3.1788	3.3883	3.0027	3.0955	3.5094	2.8093	3.3058	3.1197	3.2116	2.7587	3.0356	3.3400	2.8312	3.6206	2.9494	3.5288	3.7114	2.7056	3.2592	3.5960	3.2782	3.5450	3.1394	3.4499	3.4290	3.5053	2.9805	3.1432	3.0411	3.0008	2.7711	3.0538	3.4020	3.2260	3.7476	3.0132	3.3370	3.0150	2.1683	2.9736	3.0286	2.5081	2.7187	3.5063	3.3905	2.9132	3.5143	3.1225	2.9936	2.8007	3.3739	2.4504	3.2698	3.4243	3.3551	2.7635	2.7103	3.0952	3.3338	3.0646	3.0901	3.0287	3.3589	2.8931	3.0957	2.9949	3.0819	2.7668	3.1066	2.8023	3.3593	3.5515	2.9354	2.8560	3.0675	3.2596	2.7298	3.2302	3.0416	2.9921	2.9066	3.3718	3.1572	2.9444	3.4103	3.5316	3.2084	2.8826	3.3347	3.6069	3.2728	2.9493	3.1227	3.3958	2.8957	3.0840	3.5932	2.9638	3.4270	2.8586	3.6504	3.2214	3.0708	3.7169	3.1090	2.7584	3.1440	3.6363	3.2707	3.2054	3.3901	3.1702	2.7019	2.8256	3.2833	2.7875	3.2038	3.3868	2.7441	2.9806	3.1646	3.0415	3.2060	3.2026	2.7409	3.2458	3.6079	3.7075	3.2055	2.6328	3.2506	2.9068	2.6500	2.9135	3.3083	2.5939	3.3328	3.0153	3.2508	3.4892	2.8376	3.2186	2.2403	2.8525	3.1984	3.1877	2.6069	3.1776	2.6484	2.8458	3.1594	2.7842	2.9229	2.5353	3.0152	3.6907	3.5691	2.8546	2.5648	3.7632	3.4622	3.6150	3.0941	3.0636	3.3670	2.8763	3.2796	3.1065	2.7404	2.2681	2.9263	2.9050	3.1132	3.0720	3.5991	2.8759	3.0733	3.0075	2.8614	 0
5.7532	1.4782	3.9600	3.7848	2.8744	3.5019	3.1612	4.0403	3.2904	2.1751	2.4379	2.9228	3.0641	3.4158	3.2060	3.6278	3.3723	2.9121	3.9145	3.1466	3.8127	2.6351	3.2000	2.6847	3.3069	3.7177	2.9621	2.7293	3.0229	3.0703	2.9978	3.0040	2.7086	3.3414	3.9349	3.2106	3.7663	2.9042	3.2867	2.7284	3.3829	3.4472	3.4032	3.3917	3.3374	3.2345	3.1613	2.7037	3.3061	3.1451	2.8170	2.7345	3.2378	3.4263	3.0564	3.4101	3.1461	3.0133	3.2318	2.6751	3.0794	3.2619	2.5881	2.5936	3.4536	3.2566	2.6049	3.1248	3.4473	3.3832	2.7272	3.4678	2.6345	3.4672	3.2258	3.2100	2.8398	2.5739	3.5397	3.7037	3.2110	2.9697	2.9447	2.7094	3.2387	3.1964	2.6752	3.0313	2.2491	3.1446	3.0402	3.4437	3.7220	3.5202	2.9684	2.9563	3.1992	2.9590	3.1487	2.8645	2.6503	3.2697	3.1068	3.3648	3.1092	3.3602	2.9055	2.8326	2.7322	3.2358	3.5844	3.6782	3.1983	3.1136	3.6390	2.6626	3.2037	3.4096	3.1280	3.3381	2.6355	3.3487	3.3168	3.1800	3.2096	3.4515	2.8413	3.1844	3.2809	3.1559	3.2209	3.7262	3.1923	2.8172	3.0321	3.2514	2.7798	3.0027	3.5066	2.3129	3.0452	2.9485	2.6320	2.8665	2.9537	2.6148	3.3618	3.2778	3.4418	3.2539	2.9809	3.2360	2.9616	2.8640	2.8667	3.2381	2.8221	3.5399	2.8989	3.3592	3.4756	2.7449	3.3117	2.1307	2.8286	3.3573	2.8378	2.7978	3.0427	3.0093	3.1698	3.3087	3.0031	2.6913	2.8651	2.9672	3.4529	3.3407	2.8580	2.5662	3.6055	3.7251	3.6209	3.2101	3.0827	3.3812	2.6549	3.2834	2.9962	2.9769	2.3051	2.9917	2.8535	3.0879	3.0671	3.8013	2.9215	3.1456	3.0852	2.6925	 0
